_id,address.building,address.coord[0],address.coord[1],address.street,address.zipcode,borough,cuisine,grades[0].date,grades[1].date,grades[2].date,grades[3].date,grades[4].date,grades[5].date,grades[6].date,grades[7].date,grades[0].grade,grades[1].grade,grades[2].grade,grades[3].grade,grades[4].grade,grades[5].grade,grades[6].grade,grades[7].grade,grades[0].score,grades[1].score,grades[2].score,grades[3].score,grades[4].score,grades[5].score,grades[6].score,grades[7].score,name,restaurant_id
692d7a81e05a308f84eaea77,61-32,-73.7566136,40.7483444,Springfield Boulevard,11364,Queens,Pizza/Italian,2014-09-25T00:00:00.000Z,2014-03-13T00:00:00.000Z,2013-07-15T00:00:00.000Z,2013-02-13T00:00:00.000Z,2012-06-14T00:00:00.000Z,2011-11-02T00:00:00.000Z,,,A,A,A,A,B,B,,,8,7,9,9,17,21,,,Gino'S Pizzeria,40369849
692d7a81e05a308f84eaea78,75,-74.0075542,40.7077614,Maiden Lane,10038,Manhattan,Irish,2014-01-30T00:00:00.000Z,2013-08-16T00:00:00.000Z,2012-08-15T00:00:00.000Z,2012-03-21T00:00:00.000Z,2011-10-19T00:00:00.000Z,,,,A,A,A,A,A,,,,2,11,8,13,8,,,,Jim Brady'S Restaurant,40369869
692d7a81e05a308f84eaea79,69,-74.00200099999999,40.7285929,Macdougal Street,10012,Manhattan,Italian,2014-09-22T00:00:00.000Z,2014-04-07T00:00:00.000Z,2013-06-06T00:00:00.000Z,2012-05-22T00:00:00.000Z,,,,,A,A,B,A,,,,,13,8,14,9,,,,,Villa Mosconi Restaurant,40369878
692d7a81e05a308f84eaea7a,170,-73.9035553,40.878342,West  231 Street,10463,Bronx,American ,2014-10-01T00:00:00.000Z,2014-04-23T00:00:00.000Z,2013-10-23T00:00:00.000Z,2013-05-21T00:00:00.000Z,2013-05-02T00:00:00.000Z,2012-11-20T00:00:00.000Z,,,B,A,A,B,P,B,,,18,12,11,19,3,24,,,P & K'S Grill,40369895
692d7a81e05a308f84eaea7b,576581,-73.9030535,40.8812538,Broadway,10463,Bronx,Hamburgers,2014-04-16T00:00:00.000Z,2013-11-06T00:00:00.000Z,2013-06-17T00:00:00.000Z,2012-12-31T00:00:00.000Z,2012-07-10T00:00:00.000Z,2012-02-07T00:00:00.000Z,,,A,A,A,A,A,A,,,7,9,11,9,4,5,,,Mcdonald'S,40369915
692d7a81e05a308f84eaea7c,4021,-73.9395471,40.8420198,Broadway,10032,Manhattan,American ,2014-11-13T00:00:00.000Z,2014-05-23T00:00:00.000Z,2013-04-01T00:00:00.000Z,2012-10-24T00:00:00.000Z,2012-04-27T00:00:00.000Z,2011-12-05T00:00:00.000Z,,,A,A,A,A,B,A,,,11,3,9,12,22,11,,,Reme Restaurant,40369928
692d7a81e05a308f84eaea7d,1134,-73.9598324,40.7798381,Madison Avenue,10028,Manhattan,American ,2014-08-21T00:00:00.000Z,2014-02-26T00:00:00.000Z,2013-09-04T00:00:00.000Z,2012-07-18T00:00:00.000Z,2012-02-23T00:00:00.000Z,,,,A,A,A,A,A,,,,12,7,9,7,7,,,,The New Amity Restaurant,40369940
692d7a81e05a308f84eaea7e,147,-74.00041259999999,40.7315763,West Fourth Street,10012,Manhattan,Italian,2014-02-12T00:00:00.000Z,2013-05-20T00:00:00.000Z,2012-07-18T00:00:00.000Z,2012-02-01T00:00:00.000Z,2011-09-20T00:00:00.000Z,,,,A,B,B,B,A,,,,13,22,22,21,10,,,,Volare Restaurant,40369954
692d7a81e05a308f84eaea7f,210,-73.97212999999999,40.7528838,East   46 Street,10017,Manhattan,Steak,2014-03-17T00:00:00.000Z,2013-09-26T00:00:00.000Z,2013-04-01T00:00:00.000Z,2011-12-29T00:00:00.000Z,,,,,A,A,A,A,,,,,9,12,12,10,,,,,Sparks Steak House,40369958
692d7a81e05a308f84eaea80,83-18,-73.807954,40.715159,Parsons Boulevard,11432,Queens,American ,2014-12-31T00:00:00.000Z,2014-03-18T00:00:00.000Z,2013-09-25T00:00:00.000Z,2013-04-10T00:00:00.000Z,2012-08-30T00:00:00.000Z,,,,A,B,A,A,A,,,,12,21,10,12,13,,,,The Dart Inn,40369983
692d7a81e05a308f84eaea81,32,-73.951199,40.7166026,Withers Street,11211,Brooklyn,Italian,2014-10-06T00:00:00.000Z,2014-01-18T00:00:00.000Z,2013-05-29T00:00:00.000Z,2012-12-17T00:00:00.000Z,2011-10-12T00:00:00.000Z,,,,A,A,A,B,A,,,,12,7,10,27,13,,,,Bamonte'S Restaurant,40370015
692d7a81e05a308f84eaea82,1827,-73.8456653,40.7823455,College Point Boulevard,11356,Queens,Pizza,2014-08-21T00:00:00.000Z,2014-03-21T00:00:00.000Z,2013-08-20T00:00:00.000Z,2013-02-25T00:00:00.000Z,2012-07-09T00:00:00.000Z,2012-02-02T00:00:00.000Z,,,B,A,A,A,A,A,,,15,12,11,12,7,13,,,Pizza Town,40370091
692d7a81e05a308f84eaea83,427,-73.9996841,40.7543101,10 Avenue,10001,Manhattan,Hamburgers,2014-10-20T00:00:00.000Z,2013-11-08T00:00:00.000Z,2012-11-16T00:00:00.000Z,2011-11-17T00:00:00.000Z,,,,,A,A,A,A,,,,,9,5,5,6,,,,,Mcdonald'S,40370146
692d7a81e05a308f84eaea84,4272,-73.86720489999999,40.8977501,Katonah Avenue,10470,Bronx,American ,2014-05-23T00:00:00.000Z,2013-11-04T00:00:00.000Z,2013-04-29T00:00:00.000Z,2012-09-24T00:00:00.000Z,,,,,A,A,A,B,,,,,11,10,10,15,,,,,John Mulligan'S Fireside Pub,40370150
692d7a81e05a308f84eaea85,22210,-73.759249,40.761574,Northern Boulevard,11361,Queens,Hamburgers,2014-12-18T00:00:00.000Z,2013-12-11T00:00:00.000Z,2013-07-22T00:00:00.000Z,2013-03-01T00:00:00.000Z,2012-02-06T00:00:00.000Z,,,,A,A,A,C,A,,,,7,9,11,10,10,,,,Burger King,40370167
692d7a81e05a308f84eaea86,326,-74.0094737,40.7258405,Spring Street,10013,Manhattan,American ,2014-12-16T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-02-06T00:00:00.000Z,2013-06-20T00:00:00.000Z,2012-06-07T00:00:00.000Z,,,,A,A,A,A,A,,,,13,12,11,11,12,,,,Ear Inn,40370168
692d7a81e05a308f84eaea87,6815,-73.89707140000002,40.7543896,Northern Boulevard,11377,Queens,Hamburgers,2014-03-12T00:00:00.000Z,2013-09-10T00:00:00.000Z,2012-08-22T00:00:00.000Z,2011-09-07T00:00:00.000Z,2011-04-23T00:00:00.000Z,,,,A,B,A,A,A,,,,10,27,10,4,5,,,,Burger King,40370238
692d7a81e05a308f84eaea88,14474,-73.8206678,40.7647441,Northern Boulevard,11354,Queens,Hamburgers,2014-02-13T00:00:00.000Z,2013-10-02T00:00:00.000Z,2013-05-02T00:00:00.000Z,2012-10-25T00:00:00.000Z,2011-10-04T00:00:00.000Z,,,,A,A,A,A,A,,,,2,12,13,10,9,,,,Burger King,40370239
692d7a81e05a308f84eaea89,320,-73.977597,40.779593,Columbus Avenue,10023,Manhattan,Indian,2014-10-27T00:00:00.000Z,2013-07-29T00:00:00.000Z,2013-02-19T00:00:00.000Z,2012-01-12T00:00:00.000Z,,,,,A,A,A,A,,,,,7,5,11,2,,,,,Mughlai Restaurant,40370243
692d7a81e05a308f84eaea8a,188,-73.9581492,40.7177363,Bedford Avenue,11249,Brooklyn,American ,2014-03-19T00:00:00.000Z,2013-03-21T00:00:00.000Z,2012-03-15T00:00:00.000Z,2011-10-13T00:00:00.000Z,,,,,A,A,A,B,,,,,12,12,10,14,,,,,Greenpoint Tavern,40370342
692d7a81e05a308f84eaea8b,3267,-74.1680654,40.5595469,Richmond Avenue,10312,Staten Island,Hamburgers,2014-04-22T00:00:00.000Z,2013-03-12T00:00:00.000Z,2012-08-08T00:00:00.000Z,2012-03-20T00:00:00.000Z,,,,,A,A,C,A,,,,,5,6,37,7,,,,,Mcdonald'S,40370356
692d7a81e05a308f84eaea8c,336,-73.922642,40.701015,Knickerbocker Avenue,11237,Brooklyn,Pizza/Italian,2014-07-17T00:00:00.000Z,2014-02-11T00:00:00.000Z,2013-01-15T00:00:00.000Z,2012-01-11T00:00:00.000Z,2011-08-08T00:00:00.000Z,,,,A,B,A,A,B,,,,9,20,10,11,17,,,,Tony'S Pizzeria,40370425
692d7a81e05a308f84eaea8d,108,-73.9788758,40.7491708,East   38 Street,10016,Manhattan,Italian,2014-05-29T00:00:00.000Z,2013-10-25T00:00:00.000Z,2012-08-01T00:00:00.000Z,,,,,,B,C,A,,,,,,16,12,13,,,,,,Rossini'S,40370436
692d7a81e05a308f84eaea8e,49-20,-73.90725640000001,40.7601082,30 Avenue,11377,Queens,American ,2014-02-04T00:00:00.000Z,2013-01-16T00:00:00.000Z,2012-01-25T00:00:00.000Z,2011-10-13T00:00:00.000Z,2011-05-23T00:00:00.000Z,,,,A,A,A,A,A,,,,12,12,4,8,12,,,,Pat'S Stationary,40370449
692d7a81e05a308f84eaea8f,960,-73.96408199999999,40.7741339,Madison Avenue,10021,Manhattan,American ,2014-01-27T00:00:00.000Z,2012-12-13T00:00:00.000Z,2012-07-09T00:00:00.000Z,2012-02-02T00:00:00.000Z,,,,,A,A,A,A,,,,,9,13,11,10,,,,,Three Guy'S Restaurant,40370463
692d7a81e05a308f84eaea90,138140,-73.9574128,40.7701235,East   74 Street,10021,Manhattan,Italian,2014-05-02T00:00:00.000Z,2013-04-12T00:00:00.000Z,2012-04-03T00:00:00.000Z,,,,,,A,A,A,,,,,,9,13,11,,,,,,Cucina Vivolo,40370497
692d7a81e05a308f84eaea91,16,-73.986685,40.73756400000001,Gramercy Park South,10003,Manhattan,American ,2014-11-13T00:00:00.000Z,2014-04-29T00:00:00.000Z,2013-09-17T00:00:00.000Z,2013-02-19T00:00:00.000Z,2012-06-12T00:00:00.000Z,2011-12-22T00:00:00.000Z,,,Z,A,C,A,A,A,,,25,7,35,10,12,13,,,The Players Club,40370507
692d7a81e05a308f84eaea92,2901,-73.792701,40.7702099,Francis Lewis Boulevard,11358,Queens,American ,2014-09-24T00:00:00.000Z,2014-05-21T00:00:00.000Z,2013-04-24T00:00:00.000Z,2012-03-12T00:00:00.000Z,2011-11-09T00:00:00.000Z,,,,A,A,A,A,A,,,,11,10,7,7,13,,,,Divers Cove,40370519
692d7a81e05a308f84eaea93,24904,-73.7310899,40.7603325,Horace Harding Boulevard,11362,Queens,American ,2014-09-18T00:00:00.000Z,2014-03-13T00:00:00.000Z,2013-08-08T00:00:00.000Z,2013-02-20T00:00:00.000Z,2012-03-21T00:00:00.000Z,,,,A,A,A,A,A,,,,12,12,13,10,12,,,,Tjk Cafe & Restaurant,40370638
692d7a81e05a308f84eaea94,172,-74.0007509,40.7287609,Bleecker Street,10012,Manhattan,Spanish,2014-08-05T00:00:00.000Z,2014-01-07T00:00:00.000Z,2013-05-31T00:00:00.000Z,2012-06-26T00:00:00.000Z,2012-01-18T00:00:00.000Z,2011-09-06T00:00:00.000Z,,,A,A,B,B,C,B,,,10,12,25,26,54,14,,,Cafe Espanol,40370759
692d7a81e05a308f84eaea95,201,-73.9704988,40.7552269,East   49 Street,10017,Manhattan,American ,2014-08-25T00:00:00.000Z,2014-04-02T00:00:00.000Z,2013-09-26T00:00:00.000Z,2012-09-06T00:00:00.000Z,2011-10-12T00:00:00.000Z,,,,A,A,A,A,A,,,,13,12,8,9,3,,,,Smith & Wollensky,40370766
692d7a81e05a308f84eaea96,16011,-73.802319,40.780748,Willets Point Boulevard,11357,Queens,Hamburgers,2014-10-30T00:00:00.000Z,2014-05-30T00:00:00.000Z,2013-04-30T00:00:00.000Z,2012-11-19T00:00:00.000Z,2012-06-12T00:00:00.000Z,2012-01-31T00:00:00.000Z,,,C,A,A,A,A,A,,,37,13,2,12,12,5,,,Mcdonald'S,40370781
692d7a81e05a308f84eaea97,117,-74.00057799999999,40.730204,Mac Dougal Street,10012,Manhattan,American ,2014-02-11T00:00:00.000Z,2013-09-23T00:00:00.000Z,2012-08-15T00:00:00.000Z,2011-08-22T00:00:00.000Z,2011-03-08T00:00:00.000Z,,,,A,A,A,A,A,,,,3,5,9,7,7,,,,Olive Tree Cafe & Comedy Cellar,40370856
692d7a81e05a308f84eaea98,1745,-74.146976,40.625178,Forest Avenue,10303,Staten Island,American ,2014-11-15T00:00:00.000Z,2014-06-24T00:00:00.000Z,2014-01-08T00:00:00.000Z,2012-12-07T00:00:00.000Z,2012-06-23T00:00:00.000Z,2012-01-24T00:00:00.000Z,,,A,A,A,A,A,A,,,8,10,12,12,13,9,,,Perkins Family Restaurant & Bakery,40370910
692d7a81e05a308f84eaea99,25810,-73.70073909999999,40.73895539999999,Hillside Avenue,11004,Queens,Hamburgers,2014-07-16T00:00:00.000Z,2014-02-21T00:00:00.000Z,2012-12-29T00:00:00.000Z,2012-05-04T00:00:00.000Z,2011-12-13T00:00:00.000Z,,,,B,C,A,A,A,,,,17,32,10,6,13,,,,Burger King,40370916
692d7a81e05a308f84eaea9a,9006,-73.9195106,40.6527642,Church Avenue,11236,Brooklyn,Hamburgers,2014-12-02T00:00:00.000Z,2014-06-25T00:00:00.000Z,2013-05-14T00:00:00.000Z,2012-11-30T00:00:00.000Z,,,,,A,A,A,A,,,,,10,5,9,13,,,,,Burger King,40370917
692d7a81e05a308f84eaea9b,314,-73.951172,40.7773139,East   86 Street,10028,Manhattan,Japanese,2014-09-09T00:00:00.000Z,2013-08-15T00:00:00.000Z,2013-02-05T00:00:00.000Z,2012-04-19T00:00:00.000Z,2011-09-28T00:00:00.000Z,,,,A,A,A,A,A,,,,13,13,11,9,5,,,,Tokubei 86,40370935
692d7a81e05a308f84eaea9c,1327,-73.9491317,40.7445755,Jackson Avenue,11101,Queens,Italian,2014-10-03T00:00:00.000Z,2013-09-27T00:00:00.000Z,2012-09-14T00:00:00.000Z,2012-04-18T00:00:00.000Z,2011-11-25T00:00:00.000Z,,,,A,A,A,A,A,,,,12,12,12,10,13,,,,Manducatis,40370939
692d7a81e05a308f84eaea9d,10027,-73.85223080000002,40.7109144,Metropolitan Ave,11375,Queens,American ,2015-01-02T00:00:00.000Z,2014-04-21T00:00:00.000Z,2013-10-01T00:00:00.000Z,2013-04-09T00:00:00.000Z,2012-11-20T00:00:00.000Z,2012-05-15T00:00:00.000Z,,,A,B,A,B,A,A,,,11,26,11,17,12,12,,,Sizzler,40370946
692d7a81e05a308f84eaea9e,1701,-73.96123879999999,40.635193,Foster Avenue,11230,Brooklyn,Italian,2014-05-13T00:00:00.000Z,2013-05-09T00:00:00.000Z,2012-10-17T00:00:00.000Z,2012-08-28T00:00:00.000Z,2012-03-07T00:00:00.000Z,,,,A,A,B,P,A,,,,12,7,27,4,12,,,,Mama Lucia,40370994
692d7a81e05a308f84eaea9f,312,-73.9832993,40.76754440000001,West   58 Street,10019,Manhattan,American ,2014-05-01T00:00:00.000Z,2013-04-17T00:00:00.000Z,2012-03-21T00:00:00.000Z,2011-11-15T00:00:00.000Z,2011-06-15T00:00:00.000Z,,,,A,A,A,A,A,,,,12,11,11,12,11,,,,Coliseum Bar Restaurant,40371281
692d7a81e05a308f84eaeaa0,180,-73.98621539999999,40.7350907,3 Avenue,10003,Manhattan,Pizza,2014-08-16T00:00:00.000Z,2013-07-22T00:00:00.000Z,2012-08-13T00:00:00.000Z,2012-02-09T00:00:00.000Z,,,,,A,A,A,A,,,,,5,7,8,5,,,,,Mariella Pizza,40371313
692d7a81e05a308f84eaeaa1,19901,-73.79014660000001,40.769692,32 Avenue,11358,Queens,Pizza,2014-02-13T00:00:00.000Z,2012-12-28T00:00:00.000Z,2011-12-06T00:00:00.000Z,,,,,,A,A,A,,,,,,13,13,12,,,,,,Vinny'S Pizza,40371323
692d7a81e05a308f84eaeaa2,1223,-73.9633849,40.625169,Avenue J,11230,Brooklyn,Jewish/Kosher,2014-05-08T00:00:00.000Z,2013-04-24T00:00:00.000Z,2012-08-16T00:00:00.000Z,2012-02-23T00:00:00.000Z,2011-11-23T00:00:00.000Z,2011-05-31T00:00:00.000Z,,,A,A,B,C,P,A,,,12,12,27,44,40,10,,,Kosher Delight,40371419
692d7a81e05a308f84eaeaa3,407,-73.99283419999999,40.75885830000001,West   42 Street,10036,Manhattan,American ,2015-01-15T00:00:00.000Z,2014-06-18T00:00:00.000Z,2013-04-25T00:00:00.000Z,2012-11-15T00:00:00.000Z,,,,,A,A,A,A,,,,,0,9,10,12,,,,,West Bank Cafe,40371454
692d7a81e05a308f84eaeaa4,99,-73.972235,40.758066,East   52 Street,10022,Manhattan,American ,2014-12-29T00:00:00.000Z,2014-06-17T00:00:00.000Z,2013-08-12T00:00:00.000Z,2012-12-26T00:00:00.000Z,2012-03-12T00:00:00.000Z,,,,A,A,A,A,A,,,,12,9,9,12,11,,,,The Four Seasons,40371588
692d7a81e05a308f84eaeaa5,255-09,-73.734425,40.7723579,Northern Boulevard,11362,Queens,French,2014-02-07T00:00:00.000Z,2013-06-28T00:00:00.000Z,2012-06-09T00:00:00.000Z,2011-06-16T00:00:00.000Z,,,,,A,A,A,A,,,,,13,13,12,10,,,,,La Baraka Restaurant,40371614
692d7a81e05a308f84eaeaa6,4801,-73.984858,40.631394,16 Avenue,11204,Brooklyn,Jewish/Kosher,2014-09-18T00:00:00.000Z,2013-10-09T00:00:00.000Z,2013-05-23T00:00:00.000Z,2012-04-05T00:00:00.000Z,2011-11-17T00:00:00.000Z,,,,A,A,A,A,A,,,,13,12,5,9,12,,,,Dairy Luncheonette,40371684
692d7a81e05a308f84eaeaa7,500,-73.9828058,40.7150766,Grand Street,10002,Manhattan,American ,2014-03-20T00:00:00.000Z,2013-03-13T00:00:00.000Z,2012-10-19T00:00:00.000Z,2012-05-25T00:00:00.000Z,2011-06-08T00:00:00.000Z,,,,A,A,A,A,A,,,,2,8,7,9,8,,,,Zafi'S Luncheonette,40371718
692d7a81e05a308f84eaeaa8,159,-73.9788552,40.6109657,Avenue O,11204,Brooklyn,Italian,2014-05-07T00:00:00.000Z,2013-10-17T00:00:00.000Z,2013-02-13T00:00:00.000Z,2012-05-31T00:00:00.000Z,,,,,A,B,A,A,,,,,12,18,13,12,,,,,La Palina Restaurant,40371727
692d7a81e05a308f84eaeaa9,2055,-74.1321,40.61266000000001,Victory Boulevard,10314,Staten Island,American ,2014-11-06T00:00:00.000Z,2014-05-06T00:00:00.000Z,2013-01-26T00:00:00.000Z,2011-12-17T00:00:00.000Z,,,,,B,B,A,A,,,,,25,20,13,7,,,,,Schaffer'S Tavern,40371771
692d7a81e05a308f84eaeaaa,114,-74.00529,40.73302899999999,Christopher Street,10014,Manhattan,American ,2014-06-20T00:00:00.000Z,2013-06-20T00:00:00.000Z,2012-05-30T00:00:00.000Z,2011-06-23T00:00:00.000Z,,,,,A,A,A,A,,,,,13,12,13,9,,,,,Ty'S,40371805
692d7a81e05a308f84eaeaab,4619,-73.7363139,40.767005,Marathon Parkway,11362,Queens,Italian,2014-04-08T00:00:00.000Z,2013-02-07T00:00:00.000Z,,,,,,,A,A,,,,,,,7,10,,,,,,,Aunt Bella'S Rest Of Little Neck,40371807
692d7a81e05a308f84eaeaac,3501,-73.9321411,40.6094715,Avenue S,11234,Brooklyn,American ,2014-03-20T00:00:00.000Z,2013-03-08T00:00:00.000Z,2012-08-09T00:00:00.000Z,2012-01-31T00:00:00.000Z,2011-09-22T00:00:00.000Z,2011-04-14T00:00:00.000Z,,,A,A,A,A,B,B,,,10,12,12,10,21,22,,,Mariner Inn,40371906
692d7a81e05a308f84eaeaad,19652,-73.78421000000002,40.7577566,Northern Blvd,11358,Queens,American ,2014-06-24T00:00:00.000Z,2013-10-17T00:00:00.000Z,2013-04-24T00:00:00.000Z,2012-10-18T00:00:00.000Z,2012-05-24T00:00:00.000Z,2011-12-30T00:00:00.000Z,,,A,A,C,A,A,A,,,9,10,42,12,13,12,,,North Shore Diner,40371988
692d7a81e05a308f84eaeaae,275,-74.1235473,40.6215341,Martling Ave,10314,Staten Island,American ,2014-04-09T00:00:00.000Z,2013-01-16T00:00:00.000Z,2012-01-06T00:00:00.000Z,,,,,,A,A,A,,,,,,5,13,11,,,,,,Exclusive Catering,40372016
692d7a81e05a308f84eaeaaf,7717,-74.028273,40.62951959999999,Third Avenue,11209,Brooklyn,American ,2014-11-19T00:00:00.000Z,2013-10-30T00:00:00.000Z,2013-05-03T00:00:00.000Z,2012-10-16T00:00:00.000Z,2012-05-03T00:00:00.000Z,,,,A,A,B,A,A,,,,8,11,14,11,8,,,,Green House Cafe,40372112
692d7a81e05a308f84eaeab0,3660,-73.82339809999999,40.8276846,East Tremont Avenue,10465,Bronx,Hamburgers,2014-04-28T00:00:00.000Z,2013-04-30T00:00:00.000Z,2012-04-26T00:00:00.000Z,2011-10-11T00:00:00.000Z,2011-05-26T00:00:00.000Z,,,,A,A,A,B,A,,,,13,2,9,20,10,,,,Mcdonald'S,40372196
692d7a81e05a308f84eaeab1,203,-73.958372,40.7420277,Borden Avenue,11101,Queens,American ,2014-12-02T00:00:00.000Z,2014-06-18T00:00:00.000Z,2013-05-15T00:00:00.000Z,2012-05-15T00:00:00.000Z,,,,,A,A,A,A,,,,,12,8,8,7,,,,,Water Front Crab House,40372258
692d7a81e05a308f84eaeab2,605,-74.0060152,40.7372653,Hudson Street,10014,Manhattan,French,2014-06-30T00:00:00.000Z,2013-05-20T00:00:00.000Z,2012-12-11T00:00:00.000Z,,,,,,A,A,A,,,,,,10,13,9,,,,,,La Ripaille Restaurant,40372262
692d7a81e05a308f84eaeab3,154,-74.1408495,40.5441055,Mansion Ave,10308,Staten Island,Italian,2014-06-20T00:00:00.000Z,2013-06-27T00:00:00.000Z,2012-03-06T00:00:00.000Z,2011-08-24T00:00:00.000Z,,,,,A,A,A,C,,,,,10,0,11,39,,,,,Marina Cafe,40372357
692d7a81e05a308f84eaeab4,1133,-73.958885,40.7745559,Lexington Avenue,10075,Manhattan,Italian,2014-08-11T00:00:00.000Z,2013-12-10T00:00:00.000Z,2013-06-10T00:00:00.000Z,2012-06-08T00:00:00.000Z,2012-01-25T00:00:00.000Z,2011-09-13T00:00:00.000Z,,,A,A,A,A,A,A,,,11,9,12,13,8,12,,,Don Filippo Restaurant,40372417
692d7a81e05a308f84eaeab5,92-83,-73.8664386,40.7319364,Queens Boulevard,11374,Queens,Hamburgers,2014-01-29T00:00:00.000Z,2013-08-13T00:00:00.000Z,2013-03-08T00:00:00.000Z,2012-02-16T00:00:00.000Z,2011-10-07T00:00:00.000Z,2011-03-23T00:00:00.000Z,,,A,A,A,A,A,A,,,7,9,13,6,7,6,,,Burger King,40372422
692d7a81e05a308f84eaeab6,3941,-73.9245566,40.7441786,Queens Boulevard,11104,Queens,Italian,2014-05-06T00:00:00.000Z,2013-10-29T00:00:00.000Z,2013-04-18T00:00:00.000Z,2012-03-06T00:00:00.000Z,,,,,A,A,B,A,,,,,11,10,27,13,,,,,Dazies Restaurant,40372426
692d7a81e05a308f84eaeab7,7316,-73.89310739999999,40.7545576,Northern Boulevard,11372,Queens,Italian,2014-01-16T00:00:00.000Z,2012-12-13T00:00:00.000Z,2012-05-21T00:00:00.000Z,2011-05-18T00:00:00.000Z,,,,,A,A,A,A,,,,,12,12,13,12,,,,,Triestes Restaurant,40372433
692d7a81e05a308f84eaeab8,3220,-73.924072,40.76108900000001,Broadway,11106,Queens,Greek,2014-10-29T00:00:00.000Z,2014-07-10T00:00:00.000Z,2014-01-28T00:00:00.000Z,2013-07-24T00:00:00.000Z,2013-01-17T00:00:00.000Z,2011-12-31T00:00:00.000Z,,,A,C,A,A,A,A,,,12,32,5,6,12,7,,,Omonia Cafe,40372445
692d7a81e05a308f84eaeab9,65,-73.9782725,40.7624022,West   54 Street,10019,Manhattan,American ,2014-08-22T00:00:00.000Z,2014-03-28T00:00:00.000Z,2013-09-25T00:00:00.000Z,2013-04-08T00:00:00.000Z,2012-10-15T00:00:00.000Z,2011-10-19T00:00:00.000Z,,,A,C,A,B,A,A,,,11,131,11,25,11,13,,,Murals On 54/Randolphs'S,40372466
692d7a81e05a308f84eaeaba,2414,-73.931262,40.598023,Gerritsen Avenue,11229,Brooklyn,American ,2014-03-08T00:00:00.000Z,2012-12-01T00:00:00.000Z,2011-10-11T00:00:00.000Z,2011-05-09T00:00:00.000Z,,,,,A,A,A,A,,,,,10,7,2,10,,,,,Veterans Of Foreign Wars Post #107 Canteen,40372485
692d7a81e05a308f84eaeabb,1,-73.990556,40.749722,Penn Plaza,10001,Manhattan,Pizza,2014-10-07T00:00:00.000Z,2013-10-10T00:00:00.000Z,2012-10-01T00:00:00.000Z,2011-10-21T00:00:00.000Z,,,,,A,A,A,A,,,,,4,9,10,9,,,,,Caruso Pizza #2,40372523
692d7a81e05a308f84eaeabc,267,-73.933605,40.669476,Schenectady Avenue,11213,Brooklyn,Bakery,2014-03-18T00:00:00.000Z,2013-10-03T00:00:00.000Z,2012-09-26T00:00:00.000Z,2011-10-13T00:00:00.000Z,,,,,A,A,A,A,,,,,2,13,13,7,,,,,Tropical House Baking Co.,40372596
692d7a81e05a308f84eaeabd,154-05,-73.780574,40.6679415,Rockaway Boulevard,11434,Queens,Hamburgers,2014-09-08T00:00:00.000Z,2014-01-02T00:00:00.000Z,2013-05-01T00:00:00.000Z,2012-11-13T00:00:00.000Z,2011-11-15T00:00:00.000Z,2011-09-22T00:00:00.000Z,,,A,A,B,A,A,A,,,3,5,19,13,7,8,,,Burger King,40372618
692d7a81e05a308f84eaeabe,1599,-73.87575,40.8294396,Westchester Avenue,10472,Bronx,Pizza,2015-01-13T00:00:00.000Z,2014-08-04T00:00:00.000Z,2014-07-21T00:00:00.000Z,2014-02-20T00:00:00.000Z,2013-08-15T00:00:00.000Z,2013-03-13T00:00:00.000Z,2012-01-17T00:00:00.000Z,,Z,A,P,A,A,A,A,,17,2,12,9,9,9,10,,Yankee Jz Pizza,40372631
692d7a81e05a308f84eaeabf,917,-73.8128627,40.7931101,Clintonville Street,11357,Queens,Italian,2014-06-25T00:00:00.000Z,2013-05-21T00:00:00.000Z,2012-10-17T00:00:00.000Z,2012-03-10T00:00:00.000Z,2011-09-24T00:00:00.000Z,,,,A,A,A,A,A,,,,11,12,13,9,11,,,,Clinton Restaurant,40372694
692d7a81e05a308f84eaeac0,314,-73.958529,40.766908,East   70 Street,10021,Manhattan,Japanese,2014-09-23T00:00:00.000Z,2014-03-13T00:00:00.000Z,2013-07-02T00:00:00.000Z,2013-05-23T00:00:00.000Z,2012-04-04T00:00:00.000Z,2011-11-16T00:00:00.000Z,,,A,A,B,P,A,A,,,11,12,19,5,12,9,,,Shabu-Shabu 70 Restaurant,40372787
692d7a81e05a308f84eaeac1,1434,-74.0986428,40.5942955,Richmond Road,10304,Staten Island,Chinese,2014-12-11T00:00:00.000Z,2013-12-04T00:00:00.000Z,2012-10-12T00:00:00.000Z,,,,,,A,A,A,,,,,,10,12,11,,,,,,Chen'S Chinese,40372831
692d7a81e05a308f84eaeac2,322,-73.993539,40.7474898,7 Avenue,10001,Manhattan,American ,2015-01-12T00:00:00.000Z,2014-02-03T00:00:00.000Z,2013-09-16T00:00:00.000Z,2013-04-12T00:00:00.000Z,2012-10-23T00:00:00.000Z,2012-05-04T00:00:00.000Z,,,A,A,A,A,A,B,,,10,7,12,13,12,26,,,The Greek Corner,40372944
692d7a81e05a308f84eaeac3,370,-73.97328379999999,40.7588047,Park Avenue,10022,Manhattan,American ,2014-10-14T00:00:00.000Z,2013-09-11T00:00:00.000Z,2012-07-12T00:00:00.000Z,,,,,,A,A,A,,,,,,9,9,4,,,,,,Racquet & Tennis Club,40372971
